,渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,投放总时间,素材类型,广告类型,合作方式,广告尺寸,广告卖点
528,A156,306.37,0.0,0.0033,1.3893,241.02,0.0001,9,jpg,横幅,cpc,600*90,直降
529,A157,152.72,0.0001,0.0028,1.8394,176.11,0.0001,30,jpg,横幅,cpc,600*90,直降
530,A158,88.86,0.0,0.0031,1.9085,98.14,0.0,7,jpg,横幅,cpc,600*90,直降
531,A159,287.93,0.0,0.0027,1.8996,114.92,0.0,2,jpg,横幅,cpc,600*90,直降
532,A160,565.31,0.0,0.0022,1.7711,173.16,0.0,30,jpg,横幅,cpc,600*90,直降
533,A161,568.8,0.0001,0.0017,1.6585,134.03,0.0,14,jpg,横幅,cpc,600*90,直降
534,A162,178.9,0.0,0.0017,1.8327,107.28,0.0,5,jpg,横幅,cpc,600*90,直降
535,A163,0.74,0.0,0.0132,1.9211,426.0,0.0,8,jpg,横幅,cpc,600*90,直降
536,A164,1322.14,0.0014,0.005,1.3908,274.15,0.0004,20,jpg,横幅,cpc,600*90,直降
537,A165,87.48,0.0002,0.0059,1.3419,258.99,0.0004,5,jpg,横幅,cpc,600*90,直降
538,A166,543.67,0.0009,0.0046,1.2429,316.72,0.0002,12,jpg,横幅,cpc,600*90,直降
539,A167,39.18,0.0,0.0055,1.2206,259.97,0.0002,18,jpg,横幅,cpc,600*90,直降
540,A168,1.25,0.0,0.0,2.1061,318.56,0.0,13,jpg,横幅,cpc,600*90,直降
541,A177,55.07,0.0014,0.0046,1.9271,383.78,0.0014,16,jpg,横幅,cpc,600*90,直降
542,A183,0.06,0.0,0.0,1.1656,409.5,0.0,10,jpg,横幅,cpc,600*90,直降
543,A184,579.0,0.0,0.0012,1.8318,80.3,0.0,3,jpg,横幅,cpc,600*90,直降
544,A185,398.8,0.0,0.0002,1.8756,99.27,0.0,4,jpg,横幅,cpc,600*90,直降
545,A186,498.85,0.0,0.0029,1.8693,124.97,0.0,19,jpg,横幅,cpc,600*90,直降
546,A187,477.69,0.0,0.0025,1.7601,157.33,0.0,26,jpg,横幅,cpc,600*90,直降
547,A188,1281.1,0.0,0.0026,1.8829,115.39,0.0,10,jpg,横幅,cpc,600*90,直降
548,A189,359.93,0.0,0.0018,1.7518,176.82,0.0,5,jpg,横幅,cpc,600*90,直降
549,A191,167.44,0.0066,0.1574,4.2488,404.57,0.0086,18,jpg,横幅,cpc,600*90,直降
550,A192,173.43,0.0053,0.0849,4.2528,365.57,0.0051,7,jpg,横幅,cpc,600*90,直降
551,A193,63.48,0.0061,0.1439,3.6239,331.89,0.0059,29,jpg,横幅,cpc,600*90,直降
552,A194,518.78,0.0041,0.0562,3.0421,258.29,0.0032,12,jpg,横幅,cpc,600*90,直降
553,A195,391.13,0.0,0.0011,1.8291,77.0,0.0,19,jpg,横幅,cpc,600*90,直降
554,A196,266.4,0.0,0.0003,1.8802,96.95,0.0,5,jpg,横幅,cpc,600*90,直降
555,A197,225.01,0.0001,0.0019,1.8384,95.36,0.0,10,jpg,横幅,cpc,600*90,直降
556,A198,87.42,0.0071,0.0231,2.3304,201.35,0.0059,5,jpg,横幅,cpc,600*90,直降
557,A199,713.75,0.0,0.0012,1.8215,80.46,0.0,17,jpg,横幅,cpc,600*90,直降
558,A200,638.76,0.0,0.0008,1.5621,178.65,0.0,15,jpg,横幅,cpc,600*90,直降
559,A201,623.6,0.0,0.0004,1.8561,98.93,0.0,11,jpg,横幅,cpc,600*90,直降
560,A202,38.57,0.0003,0.0028,1.8591,76.34,0.0002,6,jpg,横幅,cpc,600*90,直降
561,A204,538.46,0.0001,0.0031,1.8848,127.14,0.0001,7,jpg,横幅,cpc,600*90,直降
562,A205,315.57,0.0002,0.0035,1.8159999999999998,123.49,0.0002,23,jpg,横幅,cpc,600*90,直降
563,A206,0.49,0.0,0.0857,4.3429,548.6,0.0,8,jpg,横幅,cpc,600*90,直降
564,A207,292.98,0.0,0.0025,1.8332,138.98,0.0,2,jpg,横幅,cpc,600*90,直降
565,A208,296.14,0.0,0.0031,1.9034,101.06,0.0,2,jpg,横幅,cpc,600*90,直降
566,A209,36.53,0.0008,0.0091,2.1337,161.22,0.001,7,jpg,横幅,cpc,600*90,直降
567,A210,2604.89,0.0001,0.0011,1.8730000000000002,76.43,0.0,11,jpg,横幅,cpc,600*90,直降
568,A211,1.44,0.0,0.0068,1.0,86.0,0.0,4,jpg,横幅,cpc,600*90,直降
569,A212,0.93,0.0,0.0,1.5914,59.28,0.0,4,jpg,横幅,cpc,600*90,直降
570,A213,830.9,0.0,0.0015,1.8754,77.77,0.0,5,jpg,横幅,cpc,600*90,直降
571,A214,61.83,0.0002,0.0,1.9279,83.03,0.0001,27,jpg,横幅,cpc,600*90,直降
572,A217,0.88,0.0,0.0566,3.783,417.36,0.0054,4,jpg,横幅,cpc,600*90,直降
573,A218,413.49,0.0,0.0033,2.0443,151.66,0.0,1,jpg,横幅,cpc,600*90,直降
574,A219,0.6,0.0,0.09300000000000001,3.6047,422.59,0.004,21,jpg,横幅,cpc,600*90,直降
575,A220,267.82,0.0,0.0027,1.8544,124.81,0.0,15,jpg,横幅,cpc,600*90,直降
576,A221,151.88,0.0,0.0022,1.7966,175.38,0.0,6,jpg,横幅,cpc,600*90,直降
577,A222,548.71,0.0,0.0023,1.9003,118.96,0.0,22,jpg,横幅,cpc,600*90,直降
578,A223,5.24,0.0,0.0,1.9237,119.78,0.0,27,jpg,横幅,cpc,600*90,直降
579,A224,1345.56,0.0,0.0011,1.8324,80.33,0.0,28,jpg,横幅,cpc,600*90,直降
580,A225,950.39,0.0,0.0007,1.4946,221.93,0.0001,20,jpg,横幅,cpc,600*90,直降
581,A226,707.09,0.0,0.0004,1.8627,98.31,0.0,3,jpg,横幅,cpc,600*90,直降
582,A227,88.72,0.0,0.0017,2.2162,165.41,0.0,9,jpg,横幅,cpc,600*90,直降
583,A228,155.81,0.0,0.0024,1.8435,100.2,0.0,8,jpg,横幅,cpc,600*90,直降
584,A229,136.97,0.0,0.0022,1.8675,77.1,0.0001,5,jpg,横幅,cpc,600*90,直降
585,A230,309.7,0.0,0.0013,1.8047,86.29,0.0,5,jpg,横幅,cpc,600*90,直降
586,A231,117.5,0.0001,0.0025,1.8284,101.37,0.0,21,jpg,横幅,cpc,600*90,直降
587,A232,106.87,0.0,0.0024,2.1959,165.49,0.0,2,jpg,横幅,cpc,600*90,直降
588,A233,297.22,0.0001,0.0029,1.8578,123.74,0.0,24,jpg,横幅,cpc,600*90,直降
589,A234,167.75,0.0,0.0026,1.8706,185.82,0.0003,18,jpg,横幅,cpc,600*90,直降
590,A235,829.38,0.0,0.0025,1.8948,107.93,0.0002,24,jpg,横幅,cpc,600*90,直降
591,A236,634.46,0.0,0.0014,1.7834,159.79,0.0,15,jpg,横幅,cpc,600*90,直降
592,A237,184.86,0.0,0.0017,1.8230000000000002,83.28,0.0003,7,jpg,横幅,cpc,600*90,直降
593,A238,444.57,0.0,0.0009,1.3652,163.19,0.0001,1,jpg,横幅,cpc,600*90,直降
594,A239,99.87,0.0,0.0008,1.8737,93.7,0.0,25,jpg,横幅,cpc,600*90,直降
595,A240,255.12,0.0,0.002,1.9869999999999999,192.27,0.0,23,jpg,横幅,cpc,600*90,直降
596,A241,484.6,0.0,0.0024,1.7611,210.73,0.0,28,jpg,横幅,cpc,600*90,直降
597,A242,289.89,0.0,0.0024,1.9907,142.93,0.0,28,jpg,横幅,cpc,600*90,直降
598,A243,286.49,0.0,0.0016,2.0016,217.64,0.0,15,jpg,横幅,cpc,600*90,直降
599,A244,518.55,0.0,0.0014,1.8053,158.75,0.0001,29,jpg,横幅,cpc,600*90,直降
600,A245,981.16,0.0,0.0015,1.864,77.2,0.0001,1,jpg,横幅,cpc,600*90,直降
601,A246,557.57,0.0001,0.0013,1.6529,132.02,0.0001,25,jpg,横幅,cpc,600*90,直降
602,A247,169.09,0.0,0.0025,1.8829,94.91,0.0,21,jpg,横幅,cpc,600*90,直降
603,A248,119.4,0.0001,0.002,1.8281,148.43,0.0,20,jpg,横幅,cpc,600*90,直降
604,A249,119.14,0.0,0.0011,1.8204,112.15,0.0,29,jpg,横幅,cpc,600*90,直降
605,A250,131.73,0.0,0.0027,2.2175,173.47,0.0,27,jpg,横幅,cpc,600*90,直降
606,A251,365.14,0.0001,0.0027,1.8602,125.84,0.0,16,jpg,横幅,cpc,600*90,直降
607,A252,215.6,0.0,0.0024,1.8047,177.7,0.0,23,jpg,横幅,cpc,600*90,直降
608,A253,765.2,0.0,0.0024,1.8905,120.83,0.0,6,jpg,横幅,cpc,600*90,直降
609,A254,257.8,0.0,0.0021,1.8435,101.63,0.0,18,jpg,横幅,cpc,600*90,直降
610,A255,565.89,0.0,0.0014,1.7371,189.85,0.0,28,jpg,横幅,cpc,600*90,直降
611,A256,198.03,0.0001,0.001,1.8663,78.97,0.0002,1,jpg,横幅,cpc,600*90,直降
612,A257,474.41,0.0,0.0018,1.8065,86.81,0.0,19,jpg,横幅,cpc,600*90,直降
613,A258,365.39,0.0,0.0004,1.8689,99.78,0.0,14,jpg,横幅,cpc,600*90,直降
614,A259,467.28,0.0,0.002,1.9663,197.13,0.0,8,jpg,横幅,cpc,600*90,直降
615,A260,117.98,0.0,0.0031,2.0146,128.38,0.0,13,jpg,横幅,cpc,600*90,直降
616,A261,680.23,0.0,0.0023,1.9802,149.7,0.0,20,jpg,横幅,cpc,600*90,直降
617,A262,51.93,0.0,0.0019,1.8797,76.3,0.0,3,jpg,横幅,cpc,600*90,直降
618,A263,537.37,0.0,0.0013,1.8393,82.17,0.0,11,jpg,横幅,cpc,600*90,直降
619,A264,364.77,0.0001,0.0003,1.8955,96.57,0.0003,20,jpg,横幅,cpc,600*90,直降
620,A265,228.07,0.0,0.0022,1.8451,99.91,0.0,9,jpg,横幅,cpc,600*90,直降
621,A266,428.28,0.0,0.0016,1.7397,193.96,0.0,28,jpg,横幅,cpc,600*90,直降
622,A267,741.94,0.0,0.001,1.8459999999999999,80.12,0.0,30,jpg,横幅,cpc,600*90,直降
623,A268,361.74,0.0,0.0003,1.8679,99.38,0.0,11,jpg,横幅,cpc,600*90,直降
624,A269,0.65,0.0,0.5429,1.6429,131.13,0.0,10,jpg,横幅,cpc,600*90,直降
625,A270,180.05,0.0,0.0024,2.2217,169.44,0.0,11,jpg,横幅,cpc,600*90,直降
626,A271,498.19,0.0,0.0027,1.8619,123.98,0.0,16,jpg,横幅,cpc,600*90,直降
627,A272,478.65,0.0,0.0029,1.7664,158.25,0.0,11,jpg,横幅,cpc,600*90,直降
628,A273,1032.75,0.0,0.0026,1.8981,116.3,0.0,13,jpg,横幅,cpc,600*90,直降
629,A274,263.58,0.0,0.0028,1.9906,195.62,0.0,1,jpg,横幅,cpc,600*90,直降
630,A275,75.0,0.0,0.002,2.039,143.59,0.0,23,jpg,横幅,cpc,600*90,直降
631,A276,473.33,0.0001,0.0024,1.7409999999999999,208.98,0.0,18,jpg,横幅,cpc,600*90,直降
632,A277,189.59,0.0,0.0023,2.0546,176.67,0.0,6,jpg,横幅,cpc,600*90,直降
633,A278,290.83,0.0,0.0014,1.7971,85.86,0.0,25,jpg,横幅,cpc,600*90,打折
634,A279,318.47,0.0001,0.0008,1.8577,77.19,0.0002,10,jpg,横幅,cpc,600*90,打折
635,A280,271.14,0.0,0.0004,1.9033,98.79,0.0004,9,jpg,横幅,cpc,600*90,打折
636,A281,543.34,0.0,0.002,1.9942,191.28,0.0,20,jpg,横幅,cpc,600*90,打折
637,A282,138.79,0.0,0.0021,2.0325,125.49,0.0,11,jpg,横幅,cpc,600*90,打折
638,A283,367.32,0.0,0.0027,1.9269999999999998,137.48,0.0001,10,jpg,横幅,cpc,600*90,打折
639,A383,24.82,0.0022,0.0761,3.0297,308.71,0.0092,11,jpg,横幅,cpc,600*90,直降
640,A42,617.68,0.0,0.0021,1.1434,147.66,0.0,7,jpg,横幅,cpc,600*90,直降
641,A43,810.12,0.0001,0.0019,1.1485,77.19,0.0001,12,jpg,横幅,cpc,600*90,直降
642,A44,5.47,0.0,0.0,1.5504,261.59,0.0022,9,gif,横幅,cpc,600*90,直降
643,A512,1.97,0.0,0.0,1.3858,2.26,0.0,30,jpg,横幅,cpc,600*90,直降
644,A513,1.97,0.0,0.0,1.3756,1.93,0.0,26,jpg,横幅,cpc,600*90,直降
645,A514,1.95,0.0,0.0,1.3846,2.41,0.0,5,jpg,横幅,cpc,600*90,直降
646,A515,1.98,0.0,0.0,1.3838,2.38,0.0,6,jpg,横幅,cpc,600*90,直降
647,A516,1.97,0.0,0.0,1.3807,2.44,0.0,21,jpg,横幅,cpc,600*90,直降
648,A517,1.97,0.0,0.0,1.3807,2.35,0.0,7,jpg,横幅,cpc,600*90,直降
649,A518,1.97,0.0,0.0,1.3807,2.69,0.0,17,jpg,横幅,cpc,600*90,直降
650,A519,1.96,0.0,0.0,1.3827,2.47,0.0,3,jpg,横幅,cpc,600*90,直降
651,A520,1.96,0.0,0.0,1.3878,2.85,0.0,6,jpg,横幅,cpc,600*90,直降
652,A521,1.98,0.0,0.0,1.3838,2.46,0.0,5,jpg,横幅,cpc,600*90,直降
653,A522,1.98,0.0,0.0,1.3687,2.43,0.0,30,jpg,横幅,cpc,600*90,直降
654,A523,1.96,0.0,0.0,1.3827,2.52,0.0,8,jpg,横幅,cpc,600*90,直降
655,A524,1.98,0.0,0.0,1.3838,2.38,0.0,25,jpg,横幅,cpc,600*90,直降
656,A525,1.98,0.0,0.0,1.3737,2.32,0.0,4,jpg,横幅,cpc,600*90,直降
657,A526,1.98,0.0,0.0,1.3788,1.93,0.0,26,jpg,横幅,cpc,600*90,直降
658,A527,1.98,0.0,0.0,1.3737,2.08,0.0,22,jpg,横幅,cpc,600*90,直降
659,A528,1.97,0.0,0.0,1.3807,2.57,0.0,4,jpg,横幅,cpc,600*90,直降
660,A529,1.98,0.0,0.0,1.3687,2.39,0.0,18,jpg,横幅,cpc,600*90,直降
661,A530,1.95,0.0,0.0,1.3846,2.7,0.0,9,jpg,横幅,cpc,600*90,直降
662,A531,1.99,0.0,0.0,1.3819,2.38,0.0,29,jpg,横幅,cpc,600*90,直降
663,A532,1.99,0.0,0.0,1.3769,2.54,0.0,9,jpg,横幅,cpc,600*90,直降
664,A533,1.95,0.0,0.0,1.3846,2.28,0.0,9,jpg,横幅,cpc,600*90,直降
665,A534,1.99,0.0,0.0,1.3819,2.45,0.0,1,jpg,横幅,cpc,600*90,直降
666,A535,1.99,0.0,0.0,1.3819,1.95,0.0,15,jpg,横幅,cpc,600*90,直降
667,A536,1.98,0.0,0.0,1.3889,2.32,0.0,5,jpg,横幅,cpc,600*90,直降
668,A537,1.97,0.0,0.0,1.3807,2.57,0.0,21,jpg,横幅,cpc,600*90,直降
669,A538,1.99,0.0,0.0,1.3769,2.15,0.0,3,jpg,横幅,cpc,600*90,直降
670,A539,1.97,0.0,0.0,1.3858,2.73,0.0,3,jpg,横幅,cpc,600*90,直降
671,A540,1.98,0.0,0.0,1.3788,1.99,0.0,28,jpg,横幅,cpc,600*90,直降
672,A541,1.98,0.0,0.0,1.3788,1.87,0.0,30,jpg,横幅,cpc,600*90,直降
673,A542,1.97,0.0,0.0,1.3706,1.95,0.0,12,jpg,横幅,cpc,600*90,直降
674,A543,1.98,0.0,0.0,1.3889,1.99,0.0,26,jpg,横幅,cpc,600*90,直降
675,A544,1.99,0.0,0.0,1.3869,1.77,0.0,3,jpg,横幅,cpc,600*90,直降
676,A545,1.97,0.0,0.0,1.3858,2.16,0.0,22,jpg,横幅,cpc,600*90,直降
677,A546,1.96,0.0,0.0,1.3776,2.23,0.0,10,jpg,横幅,cpc,600*90,直降
678,A547,1.98,0.0,0.0,1.3838,2.26,0.0,15,jpg,横幅,cpc,600*90,直降
679,A548,1.97,0.0,0.0,1.3807,1.78,0.0,9,jpg,横幅,cpc,600*90,满赠
680,A549,1.93,0.0,0.0,1.3834,1.64,0.0,21,jpg,横幅,cpc,600*90,满赠
681,A570,1291.11,0.0028,0.0096,2.515,415.74,0.0031,16,jpg,横幅,cpc,600*90,直降
682,A571,1738.51,0.0039,0.0032,1.6265,371.22,0.0014,19,jpg,横幅,cpc,600*90,直降
683,A572,220.92,0.0028,0.0072,1.8516,362.49,0.002,21,jpg,横幅,cpc,600*90,直降
684,A573,53.48,0.0009,0.012,1.5774,303.9,0.0022,5,jpg,横幅,cpc,600*90,满赠
685,A574,6.52,0.0066,0.016,3.8404,472.56,0.0055,1,jpg,横幅,cpc,600*90,满赠
686,A575,114.47,0.0062,0.0159,2.8569999999999998,377.61,0.0038,22,jpg,横幅,cpc,600*90,满赠
687,A576,28.69,0.0003,0.0095,2.2779,368.38,0.0023,10,jpg,横幅,cpc,600*90,满赠
688,A577,116.84,0.0022,0.0081,2.7337,308.91,0.0037,18,jpg,横幅,cpc,600*90,满赠
689,A578,10.16,0.0031,0.0176,6.204,470.76,0.0166,30,jpg,横幅,cpc,600*90,满返
690,A579,5.92,0.0,0.0364,2.9367,398.58,0.0036,25,jpg,横幅,cpc,600*90,满返
691,A580,165.79,0.0027,0.0042,2.2885,354.68,0.0029,25,jpg,横幅,cpc,600*90,满返
692,A581,164.69,0.0022,0.0218,2.3847,364.85,0.004,3,jpg,横幅,cpc,600*90,满返
693,A582,225.59,0.0017,0.0139,2.3273,347.66,0.0027,4,jpg,横幅,cpc,600*90,满返
694,A583,18.63,0.002,0.0138,1.8717,388.38,0.0019,21,jpg,横幅,cpc,600*90,满返
695,A584,17.28,0.0039,0.0112,2.2847,379.8,0.0019,22,jpg,横幅,cpc,600*90,满返
696,A585,44.07,0.0053,0.0141,2.0799,402.74,0.0018,1,jpg,横幅,cpc,600*90,满返
697,A586,28.77,0.001,0.004,2.2984,311.59,0.0035,1,jpg,横幅,cpc,600*90,满返
698,A587,27.17,0.0054,0.0306,2.6977,407.39,0.0052,9,jpg,横幅,cpc,600*90,满返
699,A588,152.97,0.0035,0.0208,3.6382,391.23,0.0058,22,jpg,横幅,cpc,600*90,满返
700,A589,130.41,0.0084,0.0215,3.9953,399.94,0.0089,1,jpg,横幅,cpc,600*90,满返
701,A590,212.86,0.0047,0.0034,2.6839,222.59,0.0031,26,jpg,横幅,cpc,600*90,满返
702,A591,3.38,0.0029,0.0,3.6532,254.91,0.0056,9,jpg,横幅,cpc,600*90,满返
703,A592,49.17,0.0045,0.0039,3.0582,370.45,0.0043,22,jpg,横幅,cpc,600*90,满返
704,A593,88.94,0.0099,0.0182,3.4988,352.99,0.0032,1,jpg,横幅,cpc,600*90,满返
705,A594,568.39,0.0027,0.0179,3.4610000000000003,389.42,0.0044,13,jpg,横幅,cpc,600*90,满返
706,A595,152.9,0.0017,0.0137,2.485,370.96,0.0032,7,jpg,横幅,cpc,600*90,满返
707,A596,77.32,0.0011,0.0143,2.3613,294.53,0.0013,30,jpg,横幅,cpc,600*90,满返
708,A597,80.18,0.0019,0.0124,2.2023,372.06,0.0024,19,jpg,横幅,cpc,600*90,满返
709,A598,66.93,0.0014,0.0151,2.2574,355.74,0.0021,19,jpg,横幅,cpc,600*90,满返
710,A599,13.23,0.0035,0.0215,3.6223,387.24,0.0092,4,jpg,横幅,cpc,600*90,满返
711,A600,59.75,0.0016,0.0184,1.8876,312.8,0.0014,9,jpg,横幅,cpc,600*90,满返
712,A601,1496.41,0.0015,0.0064,1.6607,381.72,0.0029,12,jpg,横幅,cpc,600*90,满返
713,A602,56.51,0.0007,0.0191,1.0501,317.5,0.0,23,jpg,横幅,cpc,600*90,满返
714,A603,141.42,0.0,0.0077,1.0307,443.16,0.0,24,jpg,横幅,cpc,600*90,满返
715,A604,85.36,0.001,0.0128,1.7968,358.04,0.0023,17,jpg,横幅,cpc,600*90,满返
716,A605,238.17,0.0011,0.0094,1.5522,373.64,0.0017,10,jpg,横幅,cpc,600*90,满返
717,A606,128.47,0.0037,0.0202,2.8795,451.55,0.0071,4,jpg,横幅,cpc,600*90,满返
718,A607,160.7,0.0014,0.0088,1.6137,409.33,0.0013,11,jpg,横幅,cpc,600*90,满返
719,A608,99.94,0.0009,0.0067,1.3371,330.23,0.0013,12,jpg,横幅,cpc,600*90,满返
720,A609,273.33,0.0007,0.0074,1.4469,416.74,0.0013,28,jpg,横幅,cpc,600*90,满返
721,A610,200.65,0.0009,0.0078,1.4506,333.16,0.002,20,jpg,横幅,cpc,600*90,满返
722,A611,61.51,0.0021,0.0097,2.468,396.4,0.0036,15,jpg,横幅,cpc,600*90,满返
723,A612,775.72,0.0009,0.0078,1.2177,361.88,0.0004,14,jpg,横幅,cpc,600*90,满返
724,A613,156.17,0.002,0.0098,1.4167,356.71,0.0011,11,jpg,横幅,cpc,600*90,满返
725,A614,275.84,0.0002,0.0083,1.1308,249.53,0.0001,12,jpg,横幅,cpc,600*90,满返
726,A615,170.0,0.0009,0.0094,1.544,322.64,0.0016,16,jpg,横幅,cpc,600*90,满返
727,A616,22.9,0.0056,0.0253,5.0489,527.38,0.0115,29,jpg,横幅,cpc,600*90,满返
728,A617,780.58,0.0011,0.0089,1.3948,420.27,0.0013,23,jpg,横幅,cpc,600*90,满返
729,A618,85.32,0.0018,0.0089,1.6148,437.79,0.0016,21,jpg,横幅,cpc,600*90,满返
730,A619,131.23,0.0001,0.0088,1.193,296.82,0.0005,8,jpg,横幅,cpc,600*90,满返
731,A620,179.34,0.0056,0.0176,2.8243,379.59,0.0054,14,jpg,横幅,cpc,600*90,满返
732,A621,226.77,0.0024,0.0086,2.1403,348.25,0.0025,14,jpg,横幅,cpc,600*90,满返
733,A622,215.31,0.0033,0.0127,2.4599,323.47,0.0038,20,jpg,横幅,cpc,600*90,满返
734,A623,319.57,0.0024,0.0097,1.9923,395.45,0.0023,30,jpg,横幅,cpc,600*90,满返
735,A624,285.42,0.0033,0.0118,2.3893,331.16,0.0038,23,jpg,横幅,cpc,600*90,满返
736,A625,19.43,0.0055,0.0191,4.2362,411.64,0.0091,1,jpg,横幅,cpc,600*90,满返
737,A626,710.28,0.0009,0.0091,1.3803,399.01,0.0013,29,jpg,横幅,cpc,600*90,满返
738,A627,106.02,0.0011,0.0131,1.6237,390.91,0.0018,6,jpg,横幅,cpc,600*90,满返
739,A628,266.1,0.0007,0.0087,1.4539,355.16,0.0012,7,jpg,横幅,cpc,600*90,满返
740,A629,140.06,0.0027,0.0192,2.0499,222.81,0.0033,26,jpg,横幅,cpc,600*90,满返
741,A630,204.56,0.0007,0.0083,1.5727,212.32,0.0009,25,jpg,横幅,cpc,600*90,满返
742,A631,147.75,0.0015,0.0096,1.7112,220.04,0.0017,22,jpg,横幅,cpc,600*90,满返
743,A632,251.62,0.0006,0.0084,1.2753,359.75,0.0005,13,jpg,横幅,cpc,600*90,满返
744,A633,182.16,0.001,0.0115,1.6587,375.51,0.0017,24,jpg,横幅,cpc,600*90,满返
745,A634,154.2,0.0056,0.0117,3.1399,336.53,0.0049,13,jpg,横幅,cpc,600*90,满返
746,A635,2040.55,0.0021,0.0055,1.7619,433.43,0.0009,12,jpg,横幅,cpc,600*90,满返
747,A636,208.57,0.0032,0.0118,2.2968,315.13,0.0028,18,jpg,横幅,cpc,600*90,满返
748,A637,247.66,0.0006,0.0093,1.2236,369.21,0.0007,26,jpg,横幅,cpc,600*90,满返
749,A638,209.58,0.0,0.0071,1.1523,236.55,0.0005,26,jpg,横幅,cpc,600*90,满返
750,A639,35.58,0.0087,0.012,3.5187,409.15,0.0059,1,jpg,横幅,cpc,600*90,满返
751,A640,867.45,0.0028,0.0309,2.0066,400.83,0.003,24,jpg,横幅,cpc,600*90,满返
752,A641,76.62,0.0034,0.0088,1.6812,360.56,0.0013,26,jpg,横幅,cpc,600*90,满返
753,A642,118.74,0.0001,0.0094,1.0433,382.39,0.0001,3,jpg,横幅,cpc,600*90,满返
754,A643,748.47,0.0007,0.0083,1.3365,414.1,0.0013,24,jpg,横幅,cpc,600*90,满返
755,A644,65.04,0.0008,0.009000000000000001,1.1876,345.05,0.0003,16,jpg,横幅,cpc,600*90,满返
756,A645,220.98,0.0002,0.0093,1.0336,371.87,0.0001,13,jpg,横幅,cpc,600*90,满返
757,A646,6.49,0.0015,0.0209,1.3851,466.05,0.0033,6,jpg,横幅,cpc,600*90,满返
758,A647,26.45,0.0007,0.0078,1.5756,450.02,0.0016,9,jpg,横幅,cpc,600*90,满返
759,A648,20.67,0.0,0.0081,1.117,214.72,0.0001,19,jpg,横幅,cpc,600*90,直降
760,A649,22.35,0.0009,0.0062,1.3376,443.73,0.0009,1,jpg,横幅,cpc,600*90,直降
761,A650,147.69,0.0037,0.0178,2.9416,420.73,0.008,29,jpg,横幅,cpc,600*90,直降
762,A651,140.12,0.0001,0.0058,1.1674,435.32,0.0004,7,jpg,横幅,cpc,600*90,直降
763,A652,98.58,0.0008,0.0087,1.3387,312.01,0.001,25,jpg,横幅,cpc,600*90,直降
764,A653,267.22,0.0011,0.0088,1.4888,426.43,0.0017,22,jpg,横幅,cpc,600*90,直降
765,A654,164.34,0.0016,0.0081,1.5115,361.71,0.0016,19,jpg,横幅,cpc,600*90,直降
766,A655,25.92,0.0095,0.0108,4.0993,447.26,0.0112,16,jpg,横幅,cpc,600*90,直降
767,A656,718.35,0.0009,0.0082,1.3278,402.18,0.001,3,jpg,横幅,cpc,600*90,直降
768,A657,86.2,0.0043,0.0096,1.5403,368.75,0.0011,23,jpg,横幅,cpc,600*90,直降
769,A658,312.59,0.0017,0.0101,1.6938,352.59,0.0021,27,jpg,横幅,cpc,600*90,直降
770,A659,13.19,0.0007,0.0095,1.4861,304.86,0.0018,14,jpg,横幅,cpc,600*90,直降
771,A660,45.88,0.0,0.0047,1.4564,225.91,0.0007,3,jpg,横幅,cpc,600*90,直降
772,A661,14.84,0.0,0.006,1.0552,433.77,0.0002,5,jpg,横幅,cpc,600*90,直降
773,A662,20.52,0.001,0.0067,1.2304,200.02,0.0002,17,jpg,横幅,cpc,600*90,直降
774,A663,5.9,0.0,0.0244,1.1433,264.29,0.0,16,jpg,横幅,cpc,600*90,直降
775,A664,22.24,0.0,0.0069,1.3009,405.47,0.0006,23,jpg,横幅,cpc,600*90,直降
776,A665,20.65,0.0,0.0056,1.1451,236.87,0.0,18,jpg,横幅,cpc,600*90,直降
777,A666,23.37,0.0,0.0057,1.2077,263.55,0.0001,2,jpg,横幅,cpc,600*90,直降
778,A667,114.18,0.0,0.0071,1.0223,226.18,0.0,15,jpg,横幅,cpc,600*90,直降
779,A668,638.17,0.0,0.0077,1.036,326.5,0.0001,22,jpg,横幅,cpc,600*90,直降
780,A669,64.07,0.0002,0.0056,1.0304,268.66,0.0,10,jpg,横幅,cpc,600*90,直降
781,A670,216.22,0.0001,0.0085,1.0311,379.29,0.0001,26,jpg,横幅,cpc,600*90,直降
782,A716,768.57,0.0022,0.0481,3.5344,173.44,0.0055,11,jpg,横幅,cpc,600*90,直降
783,A718,3493.69,0.0004,0.0059,2.5226,131.92,0.0009,12,jpg,横幅,cpc,600*90,直降
784,A719,12.5,0.0,0.0202,2.2552,310.34,0.0061,27,jpg,横幅,cpc,600*90,直降
785,A720,2010.3,0.0007,0.0165,2.9561,78.74,0.0012,12,jpg,横幅,cpc,600*90,直降
786,A721,3.65,0.0,0.0,2.6822,46.35,0.0,23,jpg,横幅,cpc,600*90,直降
787,A725,371.45,0.0003,0.0112,1.1378,322.56,0.0005,26,jpg,横幅,cpc,600*90,直降
788,A726,4.36,0.02,0.004,3.2395,393.26,0.0246,3,jpg,横幅,cpc,600*90,直降
789,A727,61.36,0.0003,0.0092,1.4175,219.99,0.0001,27,jpg,横幅,cpc,600*90,直降
790,A728,63.19,0.0,0.0117,1.4318,182.71,0.0,27,jpg,横幅,cpc,600*90,直降
